SEGMENTID,ONSTREETNAME 1,FROMSTREETNAME,TOSTREETNAME,BOROUGH_CODE,WORK_START_DATE,WORK_END_DATE,PURPOSE
9008456,ELLIS ST       ,MAIN STREET,PEDESTRIAN OVERPASS,S,2018-10-24 11:28:13,2018-11-30 23:59:59,DOT IN-HOUSE MILLING
9008456,ELLIS ST       ,MAIN STREET,PEDESTRIAN OVERPASS,S,2018-10-24 11:28:13,2018-11-30 23:59:59,DOT IN-HOUSE PAVING
9008457,ELLIS ST       ,WEIR LANE,PEDESTRIAN OVERPASS,S,2018-10-24 11:28:11,2018-11-30 23:59:59,DOT IN-HOUSE MILLING
9008457,ELLIS ST       ,WEIR LANE,PEDESTRIAN OVERPASS,S,2018-10-24 11:28:12,2018-11-30 23:59:59,DOT IN-HOUSE PAVING
9008457,ELLIS ST       ,MAIN STREET,PEDESTRIAN OVERPASS,S,2018-10-24 11:28:13,2018-11-30 23:59:59,DOT IN-HOUSE MILLING
9008457,ELLIS ST       ,MAIN STREET,PEDESTRIAN OVERPASS,S,2018-10-24 11:28:13,2018-11-30 23:59:59,DOT IN-HOUSE PAVING
9009641,COLUMBUS AV       ,WEST   97 STREET,WEST  100 STREET,M,2018-10-30 15:03:32,2018-11-30 23:59:59,DOT IN-HOUSE PAVING
9017049,COLUMBUS AV       ,WEST   97 STREET,WEST  100 STREET,M,2018-10-30 15:03:32,2018-11-30 23:59:59,DOT IN-HOUSE PAVING
9017050,COLUMBUS AV       ,WEST   97 STREET,WEST  100 STREET,M,2018-10-30 15:03:32,2018-11-30 23:59:59,DOT IN-HOUSE PAVING
78193,ANTHONY AV       ,CLAY AVENUE,EAST  173 STREET,X,2018-12-04 12:51:49,2019-01-01 23:58:59,DEP CONTRACTOR MAJOR INSTALLATION SEWER
78783,PROSPECT AV       ,CROTONA PARK NORTH,EAST  175 STREET,X,2018-11-13 13:28:24,2019-01-01 23:58:59,PLACE CRANE OR SHOVEL ON STREET
99343,214 PL       ,33 ROAD,34 AVENUE,Q,2018-11-21 08:42:00,2019-01-04 23:59:59,DOT IN-HOUSE MILLING
99343,214 PL       ,33 ROAD,34 AVENUE,Q,2018-11-21 08:42:00,2019-01-04 23:59:59,DOT IN-HOUSE PAVING
99345,214 PL       ,33 AVENUE,33 ROAD,Q,2018-11-21 08:41:57,2019-01-04 23:59:59,DOT IN-HOUSE MILLING
99345,214 PL       ,33 AVENUE,33 ROAD,Q,2018-11-21 08:41:58,2019-01-04 23:59:59,DOT IN-HOUSE PAVING
99347,214 PL       ,34 AVENUE,35 AVENUE,Q,2018-11-21 08:42:02,2019-01-04 23:59:59,DOT IN-HOUSE MILLING
78432,RYER AV       ,EAST  180 STREET,EAST BURNSIDE AVENUE,X,2018-12-20 00:00:00,2019-01-12 23:58:59,OCCUPANCY OF ROADWAY AS STIPULATED
78432,RYER AV       ,EAST  180 STREET,EAST BURNSIDE AVENUE,X,2018-12-20 00:00:00,2019-01-12 23:58:59,OCCUPANCY OF SIDEWALK AS STIPULATED
78432,RYER AV       ,EAST  180 STREET,EAST BURNSIDE AVENUE,X,2018-12-20 00:00:00,2019-01-12 23:58:59,PLACE CRANE OR SHOVEL ON STREET
166293,W 109 ST,AMSTERDAM AVENUE,BROADWAY,M,2018-10-30 15:48:22,2018-12-31 23:59:59,DOT IN-HOUSE PAVING
166333,W 123 ST,AMSTERDAM AVENUE,BROADWAY,M,2018-10-30 15:17:04,2018-12-31 23:59:59,DOT IN-HOUSE PAVING
106066,W 35 ST,11 AVENUE,HUDSON BOULEVARD,M,2018-12-10 00:00:00,2018-12-15 23:58:59,OCCUPANCY OF ROADWAY AS STIPULATED
106066,W 35 ST,11 AVENUE,HUDSON BOULEVARD,M,2018-12-10 00:00:00,2018-12-15 23:58:59,PLACE EQUIPMENT OTHER THAN CRANE OR SHOV
9807,CLOVE RD       ,DELAFIELD AVENUE,DISOSWAY PLACE,S,2018-09-06 08:51:53,2018-10-31 23:59:59,DOT IN-HOUSE PAVING
101303,231 ST       ,50 AVENUE,EASTHAMPTON BOULEVARD,Q,2018-11-21 10:33:18,2019-01-04 23:59:59,DOT IN-HOUSE MILLING
101303,231 ST       ,50 AVENUE,EASTHAMPTON BOULEVARD,Q,2018-11-21 10:33:18,2019-01-04 23:59:59,DOT IN-HOUSE PAVING
101393,57 AV       ,228 STREET,229 STREET,Q,2018-11-21 10:24:06,2019-01-04 23:59:59,DOT IN-HOUSE MILLING
101403,57 AV       ,230 STREET,231 STREET,Q,2018-11-21 10:24:09,2019-01-04 23:59:59,DOT IN-HOUSE MILLING
13385,DE KALB ST      ,RHINE AVENUE,TARGEE STREET,S,2018-08-16 10:11:11,2018-11-14 23:58:59,CONTRACT ROADWAY MILLING
160612,NARROWS RD S   ,HYLAN BOULEVARD,SI RAPID TRANSIT,S,2018-08-16 10:11:32,2018-11-14 23:58:59,CONTRACT ROADWAY MILLING
160779,NARROWS RD N   ,BEND,ST JOHN'S AVENUE,S,2018-08-16 10:11:17,2018-11-14 23:58:59,CONTRACT ROADWAY MILLING
160780,NARROWS RD N   ,BEND,HYLAN BOULEVARD,S,2018-08-16 10:11:18,2018-11-14 23:58:59,CONTRACT ROADWAY MILLING
22548,DOUGLASS ST       ,BOND STREET,HOYT STREET,B,2018-10-29 00:00:00,2018-11-03 23:58:59,OCCUPANCY OF ROADWAY AS STIPULATED
22548,DOUGLASS ST       ,BOND STREET,HOYT STREET,B,2018-10-29 00:00:00,2018-11-03 23:58:59,OCCUPANCY OF SIDEWALK AS STIPULATED
22548,DOUGLASS ST       ,BOND STREET,HOYT STREET,B,2018-10-29 00:00:00,2018-11-03 23:58:59,PLACE EQUIPMENT OTHER THAN CRANE OR SHOV
162958,FLEET ST       ,DEAD END,FLATBUSH AVENUE EXTENSION,B,2018-11-02 11:36:03,2018-12-31 23:58:59,PLACE EQUIPMENT OTHER THAN CRANE OR SHOV
162958,FLEET ST       ,DEAD END,FLATBUSH AVENUE EXTENSION,B,2018-11-02 11:36:04,2018-12-31 23:58:59,PLACE EQUIPMENT OTHER THAN CRANE OR SHOV
162959,FLEET ST       ,FLATBUSH AVENUE EXTENSION,FLEET PLACE,B,2018-10-31 11:47:47,2019-01-01 23:58:59,PLACE EQUIPMENT OTHER THAN CRANE OR SHOV
162959,FLEET ST       ,FLATBUSH AVENUE EXTENSION,FLEET PLACE,B,2018-10-31 11:47:48,2019-01-01 23:58:59,PLACE EQUIPMENT OTHER THAN CRANE OR SHOV
88606,MACE AV       ,KINGSLAND AVENUE,WESTERVELT AVENUE,X,2018-10-04 15:43:54,2018-12-31 23:59:59,DOT IN-HOUSE PAVING
88603,WOODHULL AV       ,FIELDING STREET,HAWTHORNE STREET,X,2018-10-04 15:49:28,2019-01-01 23:59:59,DOT IN-HOUSE PAVING
88483,ARNOW AV       ,FENTON AVENUE,ONEIL PLACE,X,2018-10-12 07:36:09,2019-01-09 23:59:59,DOT IN-HOUSE PAVING
162597,CLINTON ST       ,BEND,BEND,B,2018-12-10 00:00:00,2018-12-28 23:58:59,OCCUPANCY OF ROADWAY AS STIPULATED
24304,JOHN ST       ,ADAMS STREET,PEARL STREET,B,2018-10-30 15:59:12,2018-11-03 23:58:59,OCCUPANCY OF ROADWAY AS STIPULATED
117596,40 AV       ,240 STREET,BEND,Q,2018-10-29 00:00:00,2018-12-01 23:59:59,DOT IN-HOUSE MILLING
128782,LOGAN ST       ,ETNA STREET,RIDGEWOOD AVENUE,B,2018-12-10 00:00:00,2018-12-13 23:58:59,PLACE CRANE OR SHOVEL ON STREET
130635,89 ST       ,30 AVENUE,31 AVENUE,Q,2018-09-03 00:00:00,2018-12-02 23:58:59,CONTRACT ROADWAY MILLING
163778,ATLANTIC AV       ,NEW YORK AVENUE,NOSTRAND AVENUE,B,2018-11-30 00:00:00,2018-12-02 23:58:59,OCCUPANCY OF ROADWAY AS STIPULATED
163778,ATLANTIC AV       ,NEW YORK AVENUE,NOSTRAND AVENUE,B,2018-11-30 00:00:00,2018-12-02 23:58:59,PLACE EQUIPMENT OTHER THAN CRANE OR SHOV
164438,SUFFOLK ST       ,EAST HOUSTON STREET,STANTON STREET,M,2018-11-01 00:00:00,2018-12-02 23:58:59,OCCUPANCY OF ROADWAY AS STIPULATED
164439,SUFFOLK ST       ,EAST HOUSTON STREET,STANTON STREET,M,2018-11-01 00:00:00,2018-12-02 23:58:59,OCCUPANCY OF ROADWAY AS STIPULATED
166506,W 126 ST,7 AVENUE,8 AVENUE,M,2018-11-24 00:00:00,2018-12-02 23:58:59,OCCUPANCY OF ROADWAY AS STIPULATED
166506,W 126 ST,7 AVENUE,8 AVENUE,M,2018-11-24 00:00:00,2018-12-02 23:58:59,PLACE CRANE OR SHOVEL ON STREET
166507,W 126 ST,7 AVENUE,8 AVENUE,M,2018-11-24 00:00:00,2018-12-02 23:58:59,OCCUPANCY OF ROADWAY AS STIPULATED
17857,63 ST       ,5 AVENUE,6 AVENUE,B,2018-11-07 00:00:00,2018-11-14 23:59:59,DOT IN-HOUSE MILLING
168508,LINWOOD ST       ,ATLANTIC AVENUE,LIBERTY AVENUE,B,2018-12-01 00:00:00,2018-12-02 23:58:59,OCCUPANCY OF ROADWAY AS STIPULATED
168508,LINWOOD ST       ,ATLANTIC AVENUE,LIBERTY AVENUE,B,2018-12-01 00:00:00,2018-12-02 23:58:59,OCCUPANCY OF SIDEWALK AS STIPULATED
168508,LINWOOD ST       ,ATLANTIC AVENUE,LIBERTY AVENUE,B,2018-12-01 00:00:00,2018-12-02 23:58:59,PLACE EQUIPMENT OTHER THAN CRANE OR SHOV
168509,LINWOOD ST       ,ATLANTIC AVENUE,LIBERTY AVENUE,B,2018-12-01 00:00:00,2018-12-02 23:58:59,OCCUPANCY OF ROADWAY AS STIPULATED
168509,LINWOOD ST       ,ATLANTIC AVENUE,LIBERTY AVENUE,B,2018-12-01 00:00:00,2018-12-02 23:58:59,OCCUPANCY OF SIDEWALK AS STIPULATED
99173,17 AV       ,215 STREET,216 STREET,Q,2018-10-31 11:28:17,2018-12-31 23:59:59,DOT IN-HOUSE PAVING
99177,15 AV       ,215 STREET,BELL BOULEVARD,Q,2018-10-31 11:20:22,2018-12-31 23:59:59,DOT IN-HOUSE MILLING
99177,15 AV       ,215 STREET,BELL BOULEVARD,Q,2018-10-31 11:20:23,2018-12-31 23:59:59,DOT IN-HOUSE PAVING
99180,215 ST       ,15 ROAD,16 AVENUE,Q,2018-10-31 11:19:37,2018-12-31 23:59:59,DOT IN-HOUSE MILLING
99180,215 ST       ,15 ROAD,16 AVENUE,Q,2018-10-31 11:19:38,2018-12-31 23:59:59,DOT IN-HOUSE PAVING
99185,217 ST       ,14 AVENUE,15 ROAD,Q,2018-10-31 11:22:57,2018-12-31 23:59:59,DOT IN-HOUSE MILLING
99418,218 ST       ,31 ROAD,DEAD END,Q,2018-11-21 09:40:53,2019-01-04 23:59:59,DOT IN-HOUSE PAVING
194074,NARROWS RD N   ,FINGERBOARD ROAD,NORTH DRIVE,S,2018-08-16 10:11:14,2018-11-14 23:58:59,CONTRACT ROADWAY MILLING
191565,ATLANTIC AV       ,NEW YORK AVENUE,NOSTRAND AVENUE,B,2018-11-30 00:00:00,2018-12-02 23:58:59,PLACE EQUIPMENT OTHER THAN CRANE OR SHOV
32779,E 11 ST    ,3 AVENUE,4 AVENUE,M,2018-08-10 00:00:00,2018-11-03 23:58:59,PLACE EQUIPMENT OTHER THAN CRANE OR SHOV
191566,ATLANTIC AV       ,NEW YORK AVENUE,NOSTRAND AVENUE,B,2018-11-30 00:00:00,2018-12-02 23:58:59,OCCUPANCY OF ROADWAY AS STIPULATED
191566,ATLANTIC AV       ,NEW YORK AVENUE,NOSTRAND AVENUE,B,2018-11-30 00:00:00,2018-12-02 23:58:59,PLACE EQUIPMENT OTHER THAN CRANE OR SHOV
191567,ATLANTIC AV       ,NEW YORK AVENUE,NOSTRAND AVENUE,B,2018-11-30 00:00:00,2018-12-02 23:58:59,OCCUPANCY OF ROADWAY AS STIPULATED
191567,ATLANTIC AV       ,NEW YORK AVENUE,NOSTRAND AVENUE,B,2018-11-30 00:00:00,2018-12-02 23:58:59,PLACE EQUIPMENT OTHER THAN CRANE OR SHOV
162959,FLEET ST       ,FLATBUSH AVENUE EXTENSION,FLEET PLACE,B,2018-10-31 11:47:49,2019-01-01 23:58:59,PLACE EQUIPMENT OTHER THAN CRANE OR SHOV
162960,FLEET ST       ,FLATBUSH AVENUE EXTENSION,FLEET PLACE,B,2018-10-31 11:47:47,2019-01-01 23:58:59,PLACE EQUIPMENT OTHER THAN CRANE OR SHOV
162960,FLEET ST       ,FLATBUSH AVENUE EXTENSION,FLEET PLACE,B,2018-10-31 11:47:48,2019-01-01 23:58:59,PLACE EQUIPMENT OTHER THAN CRANE OR SHOV
164268,MULBERRY ST       ,BLEECKER STREET,EAST HOUSTON STREET,M,2018-11-29 00:00:00,2018-12-20 23:58:59,OCCUPANCY OF ROADWAY AS STIPULATED
164269,MULBERRY ST       ,BLEECKER STREET,EAST HOUSTON STREET,M,2018-11-29 00:00:00,2018-12-20 23:58:59,OCCUPANCY OF ROADWAY AS STIPULATED
21073,48 ST       ,10 AVENUE,FT HAMILTON PARKWAY,B,2018-11-30 00:00:00,2018-12-02 23:58:59,OCCUPANCY OF ROADWAY AS STIPULATED
33651,W 27 ST,7 AVENUE,8 AVENUE,M,2018-10-29 09:57:20,2018-11-03 23:58:59,OCCUPANCY OF ROADWAY AS STIPULATED
33651,W 27 ST,7 AVENUE,8 AVENUE,M,2018-10-29 16:01:17,2018-11-03 23:58:59,PLACE CRANE OR SHOVEL ON STREET
162097,18 ST       ,4 AVENUE,5 AVENUE,B,2018-12-17 00:00:00,2019-03-16 23:58:59,PLACE EQUIPMENT OTHER THAN CRANE OR SHOV
35067,N 7 ST,DRIGGS AVENUE,ROEBLING STREET,B,2018-10-24 15:26:17,2018-11-03 23:58:59,OCCUPANCY OF ROADWAY AS STIPULATED
35067,N 7 ST,DRIGGS AVENUE,ROEBLING STREET,B,2018-10-24 15:26:18,2018-11-03 23:58:59,OCCUPANCY OF SIDEWALK AS STIPULATED
35067,N 7 ST,DRIGGS AVENUE,ROEBLING STREET,B,2018-10-24 15:26:18,2018-11-03 23:58:59,TEMPORARY CONSTRUCTION SIGNS/MARKINGS
9006562,NEPTUNE AV       ,WEST   32 STREET,WEST   33 STREET,B,2018-11-19 00:00:00,2018-11-23 23:59:59,DOT IN-HOUSE PAVING
9006563,NEPTUNE AV       ,WEST   32 STREET,WEST   33 STREET,B,2018-11-19 00:00:00,2018-11-23 23:59:59,DOT IN-HOUSE PAVING
9006564,NEPTUNE AV       ,WEST   32 STREET,WEST   33 STREET,B,2018-11-19 00:00:00,2018-11-23 23:59:59,DOT IN-HOUSE PAVING
9006565,NEPTUNE AV       ,WEST   32 STREET,WEST   33 STREET,B,2018-11-19 00:00:00,2018-11-23 23:59:59,DOT IN-HOUSE PAVING
41586,E 66 ST,56 DRIVE,NATIONAL DRIVE,B,2018-10-26 00:00:00,2018-11-02 23:59:59,DOT IN-HOUSE PAVING
41600,E 66 ST,DAKOTA PLACE,MAYFAIR DRIVE,B,2018-10-26 00:00:00,2018-11-02 23:59:59,DOT IN-HOUSE PAVING
41603,E 66 ST,BARLOW DRIVE NORTH,MAYFAIR DRIVE NORTH,B,2018-10-26 00:00:00,2018-11-02 23:59:59,DOT IN-HOUSE PAVING
41634,E 66 ST,OHIO WALK,WHITMAN DRIVE,B,2018-10-26 00:00:00,2018-11-02 23:59:59,DOT IN-HOUSE PAVING
43456,ROCKAWAY PKWY       ,CLARKSON AVENUE,WINTHROP STREET,B,2018-10-29 00:00:00,2018-11-02 23:59:59,DOT IN-HOUSE PAVING
43459,ROCKAWAY PKWY       ,RUTLAND ROAD,WINTHROP STREET,B,2018-10-29 00:00:00,2018-11-02 23:59:59,DOT IN-HOUSE PAVING
164269,MULBERRY ST       ,BLEECKER STREET,EAST HOUSTON STREET,M,2018-11-29 00:00:00,2018-12-20 23:58:59,PLACE CRANE OR SHOVEL ON STREET
45918,E 66 ST,BASSETT AVENUE,GAYLORD DRIVE NORTH,B,2018-10-26 00:00:00,2018-11-02 23:59:59,DOT IN-HOUSE PAVING
45920,E 66 ST,BASSETT AVENUE,GAYLORD DRIVE NORTH,B,2018-10-26 00:00:00,2018-11-02 23:59:59,DOT IN-HOUSE PAVING
164342,SUFFOLK ST       ,BROOME STREET,DELANCEY STREET,M,2018-11-27 00:00:00,2018-12-27 23:58:59,PRIVATE SEWER
45334,54 ST       ,ARNOLD AVENUE,NURGE AVENUE,Q,2018-09-24 00:00:00,2018-12-14 23:59:59,DOT IN-HOUSE PAVING
54942,LIBERTY AV       ,121 STREET,122 STREET,Q,2018-10-22 00:00:00,2018-12-14 23:59:59,DOT IN-HOUSE PAVING
54942,LIBERTY AV       ,121 STREET,122 STREET,Q,2018-10-24 14:10:19,2018-12-14 23:59:59,DOT IN-HOUSE PAVING
54943,LIBERTY AV       ,122 STREET,123 STREET,Q,2018-10-15 14:14:38,2018-12-14 23:59:59,DOT IN-HOUSE PAVING
54943,LIBERTY AV       ,122 STREET,123 STREET,Q,2018-10-22 00:00:00,2018-12-14 23:59:59,DOT IN-HOUSE PAVING
29586,FRANKLIN AV       ,GATES AVENUE,QUINCY STREET,B,2018-11-28 00:00:00,2018-12-07 23:59:59,DOT IN-HOUSE PAVING
29588,FRANKLIN AV       ,LEXINGTON AVENUE,QUINCY STREET,B,2018-11-28 00:00:00,2018-12-07 23:59:59,DOT IN-HOUSE PAVING
164343,SUFFOLK ST       ,BROOME STREET,DELANCEY STREET,M,2018-11-30 00:00:00,2019-02-28 23:58:59,OCCUPANCY OF SIDEWALK AS STIPULATED
45940,E 66 ST,MAYFAIR DRIVE NORTH,WHITMAN DRIVE,B,2018-10-26 00:00:00,2018-11-02 23:59:59,DOT IN-HOUSE PAVING
29291,MONTGOMERY ST       ,NYCTA SUBWAY,WASHINGTON AVENUE,B,2018-11-12 00:00:00,2018-11-14 23:58:59,OCCUPANCY OF ROADWAY AS STIPULATED
29291,MONTGOMERY ST       ,NYCTA SUBWAY,WASHINGTON AVENUE,B,2018-11-12 00:00:00,2018-11-14 23:58:59,OCCUPANCY OF SIDEWALK AS STIPULATED
78118,FULTON AV       ,EAST  167 STREET,EAST  168 STREET,X,2018-12-23 00:00:00,2019-03-02 23:58:59,PLACE EQUIPMENT OTHER THAN CRANE OR SHOV
24145,PIKE ST       ,ALLEN STREET,EAST BROADWAY,M,2018-12-24 00:00:00,2019-03-24 23:58:59,PLACE CRANE OR SHOVEL ON STREET
43549,RALPH AV       ,HANCOCK STREET,JEFFERSON AVENUE,B,2018-11-28 00:00:00,2018-12-07 23:59:59,DOT IN-HOUSE MILLING
43551,RALPH AV       ,JEFFERSON AVENUE,PUTNAM AVENUE,B,2018-11-28 00:00:00,2018-12-07 23:59:59,DOT IN-HOUSE MILLING
99348,34 AV       ,214 LANE,214 PLACE,Q,2018-11-21 08:37:04,2019-01-04 23:59:59,DOT IN-HOUSE MILLING
99348,34 AV       ,214 LANE,214 PLACE,Q,2018-11-21 08:37:05,2019-01-04 23:59:59,DOT IN-HOUSE PAVING
99349,214 LA       ,34 AVENUE,35 AVENUE,Q,2018-11-21 08:40:48,2019-01-04 23:59:59,DOT IN-HOUSE MILLING
99349,214 LA       ,34 AVENUE,35 AVENUE,Q,2018-11-21 08:40:49,2019-01-04 23:59:59,DOT IN-HOUSE PAVING
99354,214 PL       ,32 ROAD,33 AVENUE,Q,2018-11-21 08:41:55,2019-01-04 23:59:59,DOT IN-HOUSE MILLING
164343,SUFFOLK ST       ,BROOME STREET,DELANCEY STREET,M,2018-11-30 00:00:00,2019-02-28 23:58:59,OPEN SIDEWALK TO INSTALL FOUNDATION
164343,SUFFOLK ST       ,BROOME STREET,DELANCEY STREET,M,2018-11-30 00:00:00,2019-02-28 23:58:59,PLACE EQUIPMENT OTHER THAN CRANE OR SHOV
164343,SUFFOLK ST       ,BROOME STREET,DELANCEY STREET,M,2018-11-30 00:00:00,2019-02-28 23:58:59,PLACE MATERIAL ON STREET
164343,SUFFOLK ST       ,BROOME STREET,DELANCEY STREET,M,2018-11-30 00:00:00,2019-02-28 23:58:59,PLACE OPEN CONSTRUCTION DEBRIS CONTAINER
164344,SUFFOLK ST       ,BROOME STREET,DELANCEY STREET,M,2018-11-27 00:00:00,2018-12-27 23:58:59,PRIVATE SEWER
38315,MANHATTAN AV       ,WEST  110 STREET,WEST  109 STREET,M,2018-10-30 15:45:31,2018-12-31 23:59:59,DOT IN-HOUSE PAVING
57453,161 ST       ,90 AVENUE,JAMAICA AVENUE,Q,2018-11-17 00:00:00,2018-11-26 23:58:59,OCCUPANCY OF ROADWAY AS STIPULATED
166344,W 129 ST,BROADWAY,ST CLAIRE PLACE,M,2018-10-07 00:00:00,2018-12-22 23:58:59,OCCUPANCY OF ROADWAY AS STIPULATED
57733,BEACH 57 ST,ARVERNE BOULEVARD,BEACH CHANNEL DRIVE,Q,2018-09-05 00:00:00,2018-12-04 23:58:59,OCCUPANCY OF ROADWAY AS STIPULATED
166370,W 130 ST,12 AVENUE,BROADWAY,M,2018-12-10 00:00:00,2018-12-14 23:58:59,OCCUPANCY OF ROADWAY AS STIPULATED
69198,E 126 ST     ,3 AVENUE,LEXINGTON AVENUE,M,2018-10-04 00:00:00,2018-11-03 23:58:59,MAJOR INSTALLATION - GAS
166370,W 130 ST,12 AVENUE,BROADWAY,M,2018-12-10 00:00:00,2018-12-14 23:58:59,PLACE CRANE OR SHOVEL ON STREET
166371,W 130 ST,12 AVENUE,BROADWAY,M,2018-12-10 00:00:00,2018-12-14 23:58:59,OCCUPANCY OF ROADWAY AS STIPULATED
166371,W 130 ST,12 AVENUE,BROADWAY,M,2018-12-10 00:00:00,2018-12-14 23:58:59,PLACE CRANE OR SHOVEL ON STREET
29239,PACIFIC ST       ,UNDERHILL AVENUE,VANDERBILT AVENUE,B,2018-12-31 00:00:00,2019-02-02 23:58:59,OCCUPANCY OF ROADWAY AS STIPULATED
29239,PACIFIC ST       ,UNDERHILL AVENUE,VANDERBILT AVENUE,B,2018-12-31 00:00:00,2019-02-02 23:58:59,OCCUPANCY OF SIDEWALK AS STIPULATED
29239,PACIFIC ST       ,UNDERHILL AVENUE,VANDERBILT AVENUE,B,2018-12-31 00:00:00,2019-02-02 23:58:59,PLACE CRANE OR SHOVEL ON STREET
33651,W 27 ST,7 AVENUE,8 AVENUE,M,2018-11-05 00:00:00,2018-11-14 23:58:59,OCCUPANCY OF ROADWAY AS STIPULATED
33651,W 27 ST,7 AVENUE,8 AVENUE,M,2018-11-05 00:00:00,2018-11-14 23:58:59,OCCUPANCY OF SIDEWALK AS STIPULATED
160200,RICHMOND TER       ,NEWARK AVENUE,BAYONNE BRIDGE,S,2018-10-25 00:00:00,2018-11-25 23:58:59,OCCUPANCY OF ROADWAY AS STIPULATED
160200,RICHMOND TER       ,NEWARK AVENUE,BAYONNE BRIDGE,S,2018-10-25 00:00:00,2018-11-25 23:58:59,OCCUPANCY OF SIDEWALK AS STIPULATED
160200,RICHMOND TER       ,NEWARK AVENUE,BAYONNE BRIDGE,S,2018-10-25 00:00:00,2018-11-25 23:58:59,PLACE EQUIPMENT OTHER THAN CRANE OR SHOV
160201,RICHMOND TER       ,BAYONNE BRIDGE,BAYONNE BRIDGE,S,2018-10-25 00:00:00,2018-11-25 23:58:59,OCCUPANCY OF SIDEWALK AS STIPULATED
160201,RICHMOND TER       ,BAYONNE BRIDGE,BAYONNE BRIDGE,S,2018-10-25 00:00:00,2018-11-25 23:58:59,PLACE CRANE OR SHOVEL ON STREET
160201,RICHMOND TER       ,BAYONNE BRIDGE,BAYONNE BRIDGE,S,2018-10-25 00:00:00,2018-11-25 23:58:59,PLACE EQUIPMENT OTHER THAN CRANE OR SHOV
281618,W 109 ST,AMSTERDAM AVENUE,BROADWAY,M,2018-10-30 15:48:22,2018-12-31 23:59:59,DOT IN-HOUSE PAVING
78144,ST PAULS PLACE      ,DEAD END,WASHINGTON AVENUE,X,2018-08-13 00:00:00,2018-11-11 23:58:59,CONTRACT ROADWAY MILLING
44345,OLIVE ST       ,GRAND STREET,POWERS STREET,B,2018-11-10 00:00:00,2018-12-11 23:58:59,OCCUPANCY OF ROADWAY AS STIPULATED
44661,PATCHEN AV       ,MADISON STREET,MONROE STREET,B,2018-12-05 00:00:00,2018-12-10 23:59:59,DOT IN-HOUSE PAVING
28416,E 22 ST,DEAD END,DITMAS AVENUE,B,2018-11-19 00:00:00,2018-12-20 23:58:59,OCCUPANCY OF ROADWAY AS STIPULATED
28416,E 22 ST,DEAD END,DITMAS AVENUE,B,2018-11-19 00:00:00,2018-12-20 23:58:59,OCCUPANCY OF SIDEWALK AS STIPULATED
166134,E 107 ST     ,LEXINGTON AVENUE,METRO-NORTH RR,M,2018-11-21 14:03:46,2019-01-01 23:58:59,OCCUPANCY OF SIDEWALK AS STIPULATED
166135,E 108 ST     ,LEXINGTON AVENUE,METRO-NORTH RR,M,2018-11-21 14:03:47,2019-01-01 23:58:59,OCCUPANCY OF ROADWAY AS STIPULATED
166135,E 108 ST     ,LEXINGTON AVENUE,METRO-NORTH RR,M,2018-11-21 14:03:47,2019-01-01 23:58:59,PLACE CRANE OR SHOVEL ON STREET
166135,E 108 ST     ,LEXINGTON AVENUE,METRO-NORTH RR,M,2018-11-21 14:03:48,2019-01-01 23:58:59,OCCUPANCY OF SIDEWALK AS STIPULATED
166136,E 108 ST     ,LEXINGTON AVENUE,METRO-NORTH RR,M,2018-11-21 14:03:47,2019-01-01 23:58:59,OCCUPANCY OF ROADWAY AS STIPULATED
166136,E 108 ST     ,LEXINGTON AVENUE,METRO-NORTH RR,M,2018-11-21 14:03:47,2019-01-01 23:58:59,PLACE CRANE OR SHOVEL ON STREET
4427,INDEPENDENCE AV       ,BEND,FOREST HILL ROAD,S,2018-11-14 00:00:00,2018-12-14 23:59:59,DOT IN-HOUSE PAVING
38318,W 108 ST,CENTRAL PARK WEST,MANHATTAN AVENUE,M,2018-10-30 15:49:29,2018-12-31 23:59:59,DOT IN-HOUSE PAVING
16675,79 ST       ,NARROWS AVENUE,SHORE ROAD,B,2018-08-27 00:00:00,2018-11-25 23:58:59,CONTRACT ROADWAY MILLING
32127,VANDAM ST       ,6 AVENUE,VARICK STREET,M,2018-12-01 00:00:00,2018-12-10 23:58:59,OCCUPANCY OF ROADWAY AS STIPULATED
32127,VANDAM ST       ,6 AVENUE,VARICK STREET,M,2018-12-01 00:00:00,2018-12-10 23:58:59,PLACE CRANE OR SHOVEL ON STREET
32820,W 20 ST,5 AVENUE,6 AVENUE,M,2018-12-01 00:00:00,2018-12-10 23:58:59,OCCUPANCY OF ROADWAY AS STIPULATED
32820,W 20 ST,5 AVENUE,6 AVENUE,M,2018-12-01 00:00:00,2018-12-10 23:58:59,PLACE CRANE OR SHOVEL ON STREET
83567,112 PL       ,ASTORIA BOULEVARD,NORTHERN BOULEVARD,Q,2018-10-31 00:00:00,2018-11-03 23:58:59,OCCUPANCY OF ROADWAY AS STIPULATED
83567,112 PL       ,ASTORIA BOULEVARD,NORTHERN BOULEVARD,Q,2018-10-31 00:00:00,2018-11-03 23:58:59,PLACE EQUIPMENT OTHER THAN CRANE OR SHOV
185358,RICHMOND TER       ,BAYONNE BRIDGE,BAYONNE BRIDGE,S,2018-10-25 00:00:00,2018-11-25 23:58:59,OCCUPANCY OF ROADWAY AS STIPULATED
37996,E 87 ST    ,EAST END AVENUE,YORK AVENUE,M,2018-12-01 00:00:00,2018-12-10 23:58:59,OCCUPANCY OF ROADWAY AS STIPULATED
